Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Children,Expenses,TotalAcceptedCmp,NumTotalPurchases,Total_Engaged_Days
1944,Post Graduate,Single,45006.0,2013-07-18,90,3,0,0,0,266,0,12,532
1973,Under Graduate,In Relationship,18978.0,2012-11-12,41,8,0,0,1,37,0,5,780
1967,Post Graduate,In Relationship,22574.0,2013-10-28,28,7,0,0,3,37,0,7,430
1969,Post Graduate,Single,48240.0,2012-09-11,73,5,0,1,0,882,0,25,842
1974,Post Graduate,In Relationship,45837.0,2013-07-26,88,7,0,0,2,373,0,18,524
1965,Post Graduate,Single,35791.0,2013-06-05,94,8,0,0,3,35,0,6,575
1976,Post Graduate,In Relationship,162397.0,2013-03-06,31,1,0,0,2,107,0,1,666
1978,Post Graduate,Single,54162.0,2013-03-18,31,4,0,0,2,42,0,5,654
1960,Post Graduate,In Relationship,30522.0,2012-08-17,6,2,0,0,1,326,0,17,867
1961,Post Graduate,In Relationship,54456.0,2013-11-07,23,6,0,0,1,404,0,17,420
1971,Post Graduate,Single,31632.0,2013-07-14,92,7,0,0,0,95,0,6,536
1949,Post Graduate,Single,72298.0,2014-10-03,52,1,0,0,0,939,2,14,90
1978,Post Graduate,Single,36975.0,2013-12-28,50,7,0,0,1,33,0,5,369
1955,Post Graduate,In Relationship,72635.0,2013-03-06,54,3,0,0,0,981,1,21,666
1976,Post Graduate,In Relationship,13624.0,2013-01-20,93,6,0,0,1,36,0,7,711
1975,Post Graduate,Single,84196.0,2013-03-06,56,3,0,0,1,1237,0,20,666
1960,Post Graduate,In Relationship,70971.0,2012-09-21,28,7,0,1,1,1825,0,34,832
1977,Post Graduate,Single,34487.0,2012-06-09,94,9,0,0,2,103,0,9,936
1977,Post Graduate,Single,28769.0,2012-12-18,76,9,0,0,1,191,0,12,744
1970,Post Graduate,In Relationship,69084.0,2013-11-19,43,8,0,0,1,1586,0,25,408
1958,Post Graduate,In Relationship,65488.0,2014-06-13,46,1,0,0,0,963,0,14,202
1970,Post Graduate,In Relationship,62466.0,2014-01-15,13,4,0,0,1,889,0,26,351
1960,Post Graduate,Single,32218.0,2014-02-15,27,7,0,1,0,93,1,7,320
1973,Post Graduate,Single,83917.0,2013-04-18,12,3,0,1,0,1587,0,21,623
1962,Post Graduate,Single,46102.0,2014-10-03,3,7,0,0,3,16,0,4,90
1952,Post Graduate,Single,84574.0,2013-04-06,72,5,0,0,0,1375,0,32,635
1962,Post Graduate,In Relationship,56181.0,2013-08-01,6,4,0,0,1,393,0,14,518
1950,Post Graduate,Single,63120.0,2012-09-28,53,7,0,1,1,1477,0,26,825
1971,Post Graduate,In Relationship,73691.0,2013-06-11,58,2,0,0,1,1179,1,18,569
1960,Post Graduate,In Relationship,63381.0,2012-05-10,78,2,0,0,1,1005,0,26,966
1948,Post Graduate,In Relationship,76140.0,2014-05-13,57,2,0,0,0,1348,0,21,233
1959,Post Graduate,Single,62859.0,2012-12-30,37,6,0,0,1,1307,0,23,732
1964,Post Graduate,Single,45906.0,2013-07-05,20,5,0,0,1,486,1,15,545
1947,Post Graduate,In Relationship,77632.0,2013-10-03,73,2,0,1,0,2252,2,13,455
1971,Post Graduate,In Relationship,46463.0,2013-08-18,56,6,0,0,2,235,0,17,501
1970,Post Graduate,In Relationship,105471.0,2013-01-21,36,3,0,1,0,1724,2,30,710
1970,Post Graduate,Single,55282.0,2013-12-13,9,4,0,0,1,235,0,11,384
1977,Post Graduate,In Relationship,78710.0,2014-05-23,42,4,0,0,1,1092,0,28,223
1958,Post Graduate,In Relationship,66886.0,2013-09-16,28,5,0,0,1,599,0,17,472
1960,Post Graduate,Single,98777.0,2014-02-17,23,1,0,0,0,2008,1,19,318
1985,Post Graduate,In Relationship,29103.0,2012-08-27,38,9,0,0,1,48,0,6,857
1974,Post Graduate,In Relationship,67445.0,2012-12-08,63,6,0,0,1,1174,0,32,754
1950,Post Graduate,In Relationship,50616.0,2014-04-13,71,2,0,0,1,67,0,7,263
1955,Post Graduate,Single,49431.0,2012-03-08,9,8,0,0,1,365,0,15,1029
1975,Post Graduate,Single,153924.0,2014-07-02,81,0,0,0,0,6,0,0,183
1953,Post Graduate,In Relationship,61278.0,2014-04-01,87,6,0,0,1,165,0,10,275
1958,Post Graduate,In Relationship,26490.0,2012-09-22,92,6,0,0,0,210,0,11,831
1947,Post Graduate,In Relationship,73059.0,2013-08-31,36,4,0,0,1,1095,0,26,488
1966,Post Graduate,Single,46734.0,2013-10-21,86,6,0,0,3,223,1,12,437
1963,Post Graduate,In Relationship,56253.0,2012-07-12,83,6,0,0,1,597,0,22,903
1985,Post Graduate,In Relationship,19986.0,2013-11-14,74,7,0,0,1,22,0,4,413
1975,Post Graduate,Single,58330.0,2013-12-25,87,4,0,0,1,1064,0,24,372
1980,Under Graduate,In Relationship,25965.0,2012-07-09,29,8,0,0,0,74,0,6,906
1956,Post Graduate,In Relationship,14661.0,2013-01-01,88,6,0,0,0,26,0,5,730
1959,Post Graduate,In Relationship,18690.0,2012-12-28,77,8,0,0,0,60,0,5,734
1974,Post Graduate,In Relationship,45068.0,2013-05-16,25,7,0,0,1,20,0,4,595
1987,Under Graduate,Single,21063.0,2013-09-25,34,6,0,0,1,59,0,7,463
1968,Post Graduate,In Relationship,29187.0,2013-09-05,43,8,0,0,1,34,0,5,483
1971,Post Graduate,In Relationship,54690.0,2013-07-11,76,3,0,0,2,198,0,12,539
1964,Post Graduate,In Relationship,59304.0,2013-07-29,81,5,0,0,1,1048,0,28,521
1962,Post Graduate,Single,59247.0,2013-08-11,87,6,0,0,2,574,0,21,508
1970,Post Graduate,Single,66731.0,2012-12-09,33,3,0,0,1,1029,0,17,753
1980,Post Graduate,In Relationship,77353.0,2013-12-16,38,4,0,0,1,670,0,20,381
1975,Post Graduate,Single,52614.0,2012-01-12,63,8,0,0,1,990,0,16,1085
1974,Post Graduate,In Relationship,26751.0,2014-05-22,26,8,0,0,2,11,0,4,224
1963,Post Graduate,In Relationship,81300.0,2012-10-30,17,5,0,1,1,1241,1,21,793
1979,Post Graduate,Single,70337.0,2014-02-01,75,1,0,0,0,576,0,17,334
1985,Post Graduate,In Relationship,36145.0,2013-06-16,13,9,0,1,1,172,1,12,564
1980,Post Graduate,Single,65295.0,2013-12-23,19,2,0,0,0,664,0,20,374
1963,Post Graduate,Single,68118.0,2013-10-18,51,6,0,0,1,928,0,23,440
1967,Post Graduate,Single,68743.0,2012-08-30,81,7,0,0,0,2074,0,30,854
1982,Post Graduate,In Relationship,41039.0,2013-07-25,32,8,0,0,0,467,0,15,525
1955,Post Graduate,In Relationship,38946.0,2013-10-24,84,5,0,0,1,257,0,12,434
1967,Post Graduate,In Relationship,65777.0,2013-12-19,87,1,0,0,0,1146,0,17,378
1976,Post Graduate,Single,66476.0,2013-07-03,99,4,0,0,1,689,0,20,547
1972,Post Graduate,Single,86857.0,2012-12-09,96,2,0,1,0,2114,0,22,753
1982,Post Graduate,In Relationship,160803.0,2012-04-08,21,0,0,0,0,1717,0,44,998
1989,Post Graduate,In Relationship,77845.0,2014-05-16,40,1,0,0,0,1346,2,21,230
1969,Post Graduate,In Relationship,69476.0,2013-09-30,3,2,0,0,0,1044,0,15,458
1960,Post Graduate,Single,50611.0,2012-04-10,98,6,0,1,1,493,1,22,996
1970,Post Graduate,Single,61209.0,2013-08-25,73,2,0,0,0,957,0,13,494
1958,Post Graduate,In Relationship,42315.0,2013-12-07,90,3,0,0,1,270,0,12,390
1952,Under Graduate,In Relationship,13084.0,2013-02-11,29,6,0,0,0,29,0,5,689
1949,Post Graduate,Single,47570.0,2013-05-29,3,7,0,1,2,121,0,9,582
1961,Post Graduate,In Relationship,61923.0,2013-07-26,94,3,0,0,2,126,0,8,524
1995,Post Graduate,Single,34824.0,2014-03-26,65,6,0,0,0,23,0,4,281
1949,Post Graduate,Single,26518.0,2013-08-04,33,8,0,1,2,57,0,8,515
1961,Post Graduate,Single,45938.0,2013-03-11,46,6,0,0,0,636,0,20,661
1960,Post Graduate,In Relationship,78468.0,2014-09-04,29,4,0,0,0,1004,1,28,119
1973,Post Graduate,Single,78901.0,2013-09-17,99,4,0,0,1,734,0,20,471
1978,Post Graduate,In Relationship,71427.0,2014-12-03,26,4,0,0,2,614,0,20,29
1978,Post Graduate,Single,71022.0,2014-11-02,30,8,0,0,1,1453,1,21,60
1988,Post Graduate,Single,90247.0,2014-04-29,27,1,0,1,0,1621,3,15,247
1968,Post Graduate,Single,41335.0,2013-12-26,24,7,0,0,1,187,0,12,371
1986,Post Graduate,In Relationship,71952.0,2013-10-01,93,4,0,0,1,1443,2,22,457
1970,Post Graduate,Single,35682.0,2014-06-27,34,2,0,0,1,57,0,6,188
1951,Post Graduate,Single,43185.0,2013-10-04,88,8,0,0,1,637,0,20,454
1948,Post Graduate,In Relationship,66375.0,2013-11-21,96,7,0,0,1,948,1,14,406
1971,Post Graduate,In Relationship,35178.0,2013-10-01,10,7,0,1,1,59,1,5,457
1986,Post Graduate,In Relationship,25252.0,2013-12-07,26,8,0,0,1,18,0,4,390
1965,Post Graduate,Single,55250.0,2012-10-21,49,5,0,0,1,903,0,26,802
1975,Post Graduate,Single,33249.0,2013-02-20,11,6,0,0,1,112,0,8,680
1953,Post Graduate,In Relationship,58398.0,2013-05-14,44,4,0,0,0,596,0,20,597
1982,Post Graduate,In Relationship,50272.0,2013-07-08,75,7,0,0,1,233,0,13,542
1975,Post Graduate,In Relationship,76618.0,2012-07-12,64,1,0,0,0,1511,0,11,903
1960,Post Graduate,Single,87305.0,2012-09-23,19,2,0,1,0,1152,1,17,830
1978,Post Graduate,In Relationship,25851.0,2013-11-02,45,7,0,0,1,48,0,7,425
1970,Post Graduate,Single,58710.0,2013-03-31,77,6,0,0,1,1185,0,31,641
1958,Post Graduate,Single,45160.0,2014-03-29,9,7,0,0,2,21,0,4,278
1965,Post Graduate,In Relationship,74806.0,2012-12-19,1,4,0,0,1,965,0,16,743
1954,Post Graduate,In Relationship,59111.0,2013-02-05,90,7,0,0,0,869,0,21,695
1984,Post Graduate,In Relationship,18988.0,2014-05-23,43,7,0,0,1,16,0,6,223
1965,Post Graduate,In Relationship,72190.0,2013-02-13,79,3,0,0,0,1947,0,16,687
1976,Post Graduate,In Relationship,7500.0,2012-01-08,19,9,0,1,1,71,1,12,1089
1966,Post Graduate,In Relationship,44794.0,2014-08-06,99,6,0,0,1,65,0,6,148
1955,Post Graduate,In Relationship,80395.0,2013-11-23,62,2,0,0,0,1380,1,24,404
1976,Post Graduate,Single,75012.0,2014-01-25,41,1,0,0,0,1027,0,23,341
1965,Post Graduate,In Relationship,56962.0,2013-11-10,60,7,0,0,3,411,0,21,417
1991,Post Graduate,In Relationship,89891.0,2013-04-15,17,4,0,0,0,836,1,26,626
1949,Post Graduate,Single,35946.0,2013-09-27,24,5,0,0,2,11,0,4,461
1953,Post Graduate,In Relationship,53593.0,2012-07-08,60,8,0,0,2,480,0,23,907
1978,Post Graduate,In Relationship,66373.0,2013-12-06,57,3,0,0,2,606,0,23,391
1948,Post Graduate,Single,45072.0,2013-10-16,74,8,0,0,3,284,0,16,442
1973,Post Graduate,Single,89694.0,2013-09-10,22,5,0,0,2,1472,3,14,478
1949,Post Graduate,In Relationship,72025.0,2014-04-29,46,2,0,1,0,1677,3,26,247
1973,Post Graduate,In Relationship,67432.0,2013-03-29,69,4,0,0,1,1335,0,19,643
1952,Post Graduate,In Relationship,70545.0,2014-03-06,29,2,0,0,1,334,0,13,301
1989,Under Graduate,In Relationship,17487.0,2013-03-18,37,7,0,0,1,18,0,4,654
1969,Post Graduate,In Relationship,62882.0,2012-09-08,26,4,0,0,1,1338,0,20,845
1953,Post Graduate,Single,64108.0,2013-03-23,8,5,0,0,1,1099,0,30,649
1956,Post Graduate,In Relationship,34941.0,2013-06-03,26,8,0,0,2,97,0,8,577
1950,Post Graduate,Single,48767.0,2014-01-01,79,5,0,0,3,63,0,9,365
1978,Post Graduate,In Relationship,38702.0,2013-01-08,71,6,0,0,1,109,0,9,723
1964,Post Graduate,In Relationship,82224.0,2014-01-25,83,3,0,0,0,902,1,21,341
1952,Post Graduate,In Relationship,83844.0,2013-12-05,57,1,0,0,0,1574,1,20,392
1975,Post Graduate,In Relationship,17003.0,2013-09-12,37,5,0,0,1,38,0,9,476
1995,Post Graduate,Single,71163.0,2014-09-03,30,1,0,0,0,960,0,24,120
1970,Post Graduate,Single,33697.0,2013-09-15,34,7,0,0,1,28,1,4,473
1954,Post Graduate,In Relationship,63564.0,2014-01-29,0,6,0,1,0,1215,1,28,337
1972,Post Graduate,In Relationship,83443.0,2013-12-31,89,2,0,0,0,1497,0,22,366
1958,Post Graduate,In Relationship,51518.0,2013-03-10,92,3,0,0,1,449,0,17,662
1975,Post Graduate,Single,58330.0,2013-12-25,87,4,0,0,1,1064,0,24,372
1969,Post Graduate,In Relationship,80952.0,2013-02-28,20,8,0,1,0,1757,3,25,672
1979,Post Graduate,In Relationship,75507.0,2014-02-05,56,3,0,0,0,1440,0,21,330
1978,Post Graduate,In Relationship,63855.0,2013-09-02,28,4,0,0,0,1006,0,24,486
1972,Post Graduate,In Relationship,62220.0,2012-11-08,55,6,0,1,1,1226,0,23,784
1964,Post Graduate,In Relationship,58512.0,2013-09-19,25,8,0,0,1,1171,0,20,469
1979,Post Graduate,In Relationship,40662.0,2013-03-15,0,4,0,0,1,92,0,8,657
1959,Post Graduate,In Relationship,38829.0,2014-06-04,86,5,0,0,1,99,0,8,211
1981,Post Graduate,In Relationship,35523.0,2013-03-10,8,7,0,0,1,66,0,8,662
1967,Post Graduate,Single,79146.0,2014-04-24,33,6,0,0,2,564,0,19,252
1988,Post Graduate,In Relationship,78285.0,2013-10-28,13,3,0,0,0,1427,0,21,430
1978,Post Graduate,Single,31626.0,2013-10-05,12,7,0,1,1,86,1,6,453
1952,Post Graduate,Single,75127.0,2014-05-22,92,1,0,0,0,833,0,19,224
1955,Post Graduate,In Relationship,48726.0,2013-04-27,90,6,0,0,1,242,0,12,614
1977,Post Graduate,In Relationship,74985.0,2012-11-09,8,2,0,0,0,1869,0,17,783
1987,Post Graduate,In Relationship,67430.0,2012-05-09,6,6,0,0,0,1364,0,29,967
1965,Post Graduate,In Relationship,46891.0,2013-01-09,91,4,0,0,1,183,0,8,722
1956,Post Graduate,In Relationship,62058.0,2013-05-26,52,6,0,0,1,450,0,18,585
1979,Post Graduate,In Relationship,72063.0,2013-03-07,3,2,0,0,1,758,0,21,665
1951,Post Graduate,In Relationship,78939.0,2013-12-12,57,3,0,0,0,1507,0,20,385
1965,Post Graduate,Single,42720.0,2013-04-24,9,8,0,1,2,654,0,25,617
1972,Post Graduate,In Relationship,33622.0,2013-04-13,22,7,0,0,2,81,0,9,628
1957,Post Graduate,In Relationship,6835.0,2012-08-12,76,20,0,0,1,137,0,1,872
1953,Post Graduate,In Relationship,41452.0,2013-06-03,86,7,0,0,2,16,0,4,577
1965,Post Graduate,Single,40760.0,2013-08-30,64,6,0,0,1,93,0,8,489
1958,Post Graduate,In Relationship,74250.0,2014-01-26,90,1,0,0,0,1158,0,18,340
1955,Post Graduate,Single,51124.0,2013-12-18,79,3,0,0,2,43,0,6,379
1971,Post Graduate,Single,72258.0,2013-12-09,28,2,0,0,1,1525,0,22,388
1974,Post Graduate,Single,71466.0,2014-05-04,86,1,0,0,0,1230,0,19,242
1976,Post Graduate,In Relationship,36283.0,2014-04-14,42,4,0,0,2,29,0,6,262
1970,Post Graduate,Single,20587.0,2014-11-05,39,7,0,0,1,25,0,5,57
1972,Post Graduate,In Relationship,30467.0,2014-03-19,8,7,0,0,1,24,0,4,288
1972,Post Graduate,In Relationship,31590.0,2013-06-18,40,8,0,0,1,38,0,5,562
1986,Under Graduate,In Relationship,20425.0,2012-10-29,5,7,0,0,1,57,0,7,794
1960,Post Graduate,In Relationship,17144.0,2014-02-15,96,7,0,0,2,47,0,12,320
1968,Post Graduate,Single,42564.0,2013-02-01,28,7,0,1,1,813,1,24,699
1978,Post Graduate,In Relationship,43783.0,2014-05-29,22,7,0,0,1,629,1,22,217
1976,Post Graduate,Single,40780.0,2012-08-09,30,9,0,0,1,377,0,17,875
1945,Post Graduate,In Relationship,62847.0,2013-01-15,45,2,0,0,0,1612,0,14,716
1957,Post Graduate,In Relationship,82017.0,2012-07-11,58,2,0,1,0,729,3,17,904
1950,Post Graduate,Single,16813.0,2013-07-19,49,7,0,0,0,50,1,6,531
1978,Post Graduate,In Relationship,51267.0,2013-10-29,37,4,0,0,2,270,0,15,429
1961,Post Graduate,Single,46524.0,2013-05-04,70,3,0,0,1,177,0,9,607
1962,Post Graduate,Single,45183.0,2013-01-20,33,7,0,0,0,315,1,13,711
1954,Post Graduate,In Relationship,70421.0,2014-06-28,98,6,0,0,1,767,0,23,187
1965,Post Graduate,Single,60161.0,2012-10-23,17,8,0,0,1,1071,0,26,800
1973,Post Graduate,In Relationship,73926.0,2013-02-03,54,3,0,0,0,1580,0,24,697
1968,Post Graduate,In Relationship,19329.0,2013-12-14,39,8,0,0,1,60,0,10,383
1970,Post Graduate,In Relationship,61872.0,2013-12-13,81,4,0,0,1,573,0,21,384
1956,Post Graduate,Single,46984.0,2013-03-26,71,5,0,0,2,41,0,5,646
1951,Post Graduate,In Relationship,34838.0,2013-01-19,62,6,0,0,2,170,0,10,712
1944,Post Graduate,Single,82716.0,2013-05-11,8,2,0,0,0,1167,0,28,600
1958,Post Graduate,In Relationship,48192.0,2013-06-04,76,8,0,1,0,1526,3,25,576
1976,Post Graduate,In Relationship,49681.0,2013-04-11,66,7,0,0,2,458,0,21,630
1971,Post Graduate,In Relationship,56850.0,2014-03-23,83,2,0,0,1,63,0,6,284
1957,Post Graduate,In Relationship,55267.0,2013-10-21,28,3,0,0,1,405,0,17,437
1972,Post Graduate,In Relationship,59666.0,2013-03-22,87,8,0,0,2,1027,1,20,650
1972,Post Graduate,Single,72504.0,2013-06-04,43,2,0,0,1,1478,0,22,576
1981,Post Graduate,In Relationship,26872.0,2013-10-16,0,6,0,0,0,72,0,5,442
1972,Post Graduate,Single,21359.0,2013-04-20,1,8,0,1,1,48,0,7,621
1975,Post Graduate,Single,73170.0,2014-05-31,1,2,0,0,0,726,0,16,215
1955,Post Graduate,In Relationship,52750.0,2013-04-02,72,4,0,0,1,860,0,27,639
1986,Post Graduate,In Relationship,91820.0,2013-11-23,72,1,0,0,0,1497,0,22,404
1970,Post Graduate,In Relationship,65968.0,2014-12-05,12,3,0,0,1,495,0,18,27
1976,Post Graduate,In Relationship,30772.0,2014-12-03,89,6,0,0,2,20,0,4,29
1954,Post Graduate,Single,22507.0,2012-11-24,67,9,0,0,0,570,0,19,768
1972,Post Graduate,In Relationship,65685.0,2014-03-29,54,5,0,0,1,769,0,21,278
1978,Post Graduate,In Relationship,25804.0,2013-01-09,34,8,0,0,1,55,0,7,722
1980,Post Graduate,Single,76412.0,2013-05-05,15,3,0,1,0,1808,2,18,606
1972,Post Graduate,In Relationship,22063.0,2013-08-08,43,7,0,0,1,55,0,7,511
1961,Post Graduate,Single,57091.0,2014-06-15,0,5,0,1,0,577,1,18,200
1963,Post Graduate,In Relationship,22419.0,2013-04-18,74,8,0,0,0,162,0,8,623
1959,Post Graduate,In Relationship,87771.0,2013-05-22,61,6,0,1,1,1957,4,20,589
1959,Post Graduate,Single,78353.0,2013-04-16,51,8,0,0,1,1576,0,24,625
1954,Post Graduate,In Relationship,93404.0,2013-07-05,97,5,0,0,3,1616,2,17,545
1962,Post Graduate,Single,37859.0,2013-12-01,75,8,0,0,3,36,0,6,396
1958,Post Graduate,Single,80995.0,2013-11-05,83,4,0,0,1,1482,0,22,422
1984,Post Graduate,In Relationship,16529.0,2014-01-03,23,6,0,0,1,22,0,5,363
1976,Post Graduate,Single,55412.0,2013-11-22,65,5,0,0,2,63,0,6,405
1992,Post Graduate,Single,48789.0,2012-10-09,94,6,0,0,0,680,0,18,814
1967,Post Graduate,In Relationship,56575.0,2013-05-05,42,5,0,0,2,542,0,20,606
1980,Post Graduate,In Relationship,25130.0,2013-02-10,10,7,0,0,1,50,0,7,690
1967,Post Graduate,In Relationship,35441.0,2013-02-14,94,8,0,0,2,39,0,6,686
1956,Post Graduate,In Relationship,71391.0,2013-03-29,50,3,0,0,1,1043,0,28,643
1972,Post Graduate,Single,49494.0,2013-04-25,46,7,0,0,1,385,0,14,616
1980,Post Graduate,Single,81702.0,2012-09-23,98,3,0,0,0,1633,0,27,830
1980,Post Graduate,Single,45889.0,2013-02-07,42,6,0,0,1,46,0,5,693
1977,Post Graduate,Single,56628.0,2014-03-21,30,5,0,0,1,761,1,20,286
1950,Post Graduate,In Relationship,34026.0,2013-05-08,11,5,0,0,2,76,0,9,603
1974,Post Graduate,In Relationship,40049.0,2012-11-29,61,5,0,0,1,290,0,14,763
1988,Post Graduate,Single,34176.0,2014-12-05,12,6,0,0,1,89,0,11,27
1981,Post Graduate,In Relationship,19419.0,2012-10-11,76,9,0,0,1,70,0,11,812
1960,Post Graduate,In Relationship,82504.0,2013-07-27,2,1,0,0,0,1066,0,17,523
1970,Post Graduate,In Relationship,81205.0,2014-01-13,43,2,0,1,0,2009,3,19,353
1991,Post Graduate,Single,61618.0,2012-09-29,27,3,0,0,0,1345,0,19,824
1956,Post Graduate,Single,55284.0,2012-12-24,60,5,0,0,1,764,0,23,738
1963,Post Graduate,Single,49980.0,2013-10-23,79,5,0,0,1,195,0,11,435
1980,Post Graduate,In Relationship,15072.0,2013-10-05,96,5,0,0,2,53,0,11,453
1974,Post Graduate,Single,49166.0,2013-06-13,17,6,0,0,1,368,0,13,567
1954,Post Graduate,In Relationship,65324.0,2014-11-01,0,4,0,0,1,544,0,20,61
1957,Post Graduate,In Relationship,82347.0,2012-06-11,38,3,0,0,0,1853,2,25,934
1966,Post Graduate,In Relationship,30843.0,2014-05-26,43,5,0,0,2,35,1,6,220
1974,Post Graduate,In Relationship,46374.0,2014-03-17,1,8,0,1,1,446,2,18,290
1979,Post Graduate,Single,60474.0,2013-01-04,25,7,0,0,1,1180,0,31,727
1973,Post Graduate,In Relationship,38576.0,2014-04-03,2,7,0,0,1,41,0,5,273
1985,Post Graduate,In Relationship,55357.0,2013-02-19,66,5,0,0,2,727,0,22,681
1966,Post Graduate,In Relationship,37758.0,2012-04-10,49,8,0,0,2,40,0,6,996
1989,Post Graduate,In Relationship,85710.0,2013-05-05,5,2,0,0,0,1062,1,26,606
1969,Post Graduate,In Relationship,23228.0,2014-01-26,71,8,0,0,1,40,0,7,340
1969,Post Graduate,In Relationship,44602.0,2014-02-15,35,8,0,0,2,292,0,17,320
1987,Post Graduate,In Relationship,7500.0,2013-09-01,94,6,0,0,0,15,0,4,487
1989,Post Graduate,In Relationship,38683.0,2012-04-10,80,7,0,0,1,341,0,17,996
1975,Post Graduate,Single,49514.0,2013-12-17,61,7,0,0,1,369,0,13,380
1973,Post Graduate,In Relationship,57906.0,2013-11-06,29,4,0,0,1,401,0,17,421
1966,Post Graduate,Single,43456.0,2013-03-26,0,5,0,0,1,393,0,17,646
1986,Post Graduate,Single,19485.0,2013-09-24,80,7,0,0,2,10,0,4,464
1978,Post Graduate,In Relationship,53172.0,2013-06-05,54,3,0,0,1,486,0,16,575
1979,Post Graduate,In Relationship,30545.0,2012-10-17,71,7,0,0,1,69,0,7,806
1983,Post Graduate,In Relationship,70123.0,2013-09-28,27,3,0,0,0,1727,2,17,460
1959,Post Graduate,Single,62450.0,2014-06-01,61,3,0,0,1,995,1,16,214
1976,Post Graduate,In Relationship,21675.0,2014-11-06,55,7,0,0,1,45,0,10,56
1981,Post Graduate,Single,42395.0,2014-04-04,35,7,0,0,2,182,0,12,272
1978,Post Graduate,In Relationship,61346.0,2013-06-10,34,3,0,0,1,989,0,23,570
1953,Post Graduate,In Relationship,80812.0,2013-09-17,95,2,0,0,0,1677,3,18,471
1971,Post Graduate,Single,42835.0,2013-06-30,64,6,0,0,2,595,0,23,550
1983,Post Graduate,In Relationship,39922.0,2013-02-14,30,8,0,0,1,156,0,9,686
1956,Post Graduate,Single,86424.0,2014-05-04,12,1,0,0,0,1226,0,28,242
1978,Post Graduate,In Relationship,17117.0,2013-01-17,96,9,0,0,1,128,0,11,714
1972,Post Graduate,Single,24762.0,2014-10-02,16,8,0,1,1,86,1,9,91
1975,Post Graduate,In Relationship,35797.0,2012-10-16,16,8,0,0,1,68,0,7,807
1975,Post Graduate,Single,36627.0,2013-07-23,78,5,0,0,2,16,0,4,527
1981,Post Graduate,In Relationship,51111.0,2014-06-19,83,6,0,0,2,55,0,7,196
1972,Post Graduate,Single,86857.0,2012-12-09,96,2,0,1,0,2114,0,22,753
1970,Post Graduate,In Relationship,82072.0,2013-02-07,67,1,0,0,0,2018,0,19,693
1953,Post Graduate,Single,46231.0,2012-11-26,87,9,0,0,3,263,0,15,766
1959,Post Graduate,In Relationship,42243.0,2013-11-12,34,7,0,0,2,55,0,7,415
1962,Post Graduate,In Relationship,51195.0,2013-01-04,46,8,0,0,2,564,0,24,727
1978,Post Graduate,Single,68092.0,2013-12-16,7,5,0,0,0,1281,0,20,381
1973,Post Graduate,In Relationship,31814.0,2013-09-02,73,9,0,0,1,83,1,7,486
1965,Post Graduate,Single,51390.0,2012-08-09,54,5,0,0,2,353,0,18,875
1983,Post Graduate,In Relationship,76630.0,2014-01-14,93,1,0,0,0,1003,0,25,352
1991,Under Graduate,Single,26868.0,2014-04-30,52,7,0,0,1,14,0,4,246
1943,Post Graduate,Single,48948.0,2013-01-02,53,6,0,1,0,902,1,24,729
1972,Post Graduate,Single,55260.0,2012-12-12,81,6,0,0,1,1139,0,25,750
1956,Post Graduate,In Relationship,64090.0,2013-07-08,8,5,0,1,1,797,0,20,542
1958,Post Graduate,Single,78331.0,2014-01-23,97,4,0,0,1,1638,0,25,343
1974,Post Graduate,In Relationship,37087.0,2013-11-08,50,6,0,0,1,401,0,17,419
1986,Post Graduate,Single,21846.0,2013-10-22,38,8,0,0,1,84,0,11,436
1958,Post Graduate,In Relationship,81320.0,2013-06-02,61,2,0,0,0,928,0,18,578
1970,Post Graduate,Single,54137.0,2013-08-16,46,6,0,0,1,203,0,11,503
1967,Post Graduate,In Relationship,66825.0,2013-07-14,73,2,0,0,0,858,0,16,536
1973,Post Graduate,In Relationship,57100.0,2013-04-12,19,3,0,0,0,409,0,13,629
1969,Post Graduate,In Relationship,58917.0,2013-03-24,10,5,0,0,3,282,0,16,648
1977,Post Graduate,Single,85072.0,2014-09-04,94,0,0,0,0,1423,0,18,119
1961,Post Graduate,Single,86429.0,2013-11-21,10,2,0,1,0,1449,1,18,406
1971,Post Graduate,Single,45684.0,2013-02-12,37,7,0,0,1,28,0,4,688
1974,Post Graduate,In Relationship,47889.0,2014-04-01,94,5,0,0,1,67,0,6,275
1986,Post Graduate,In Relationship,45921.0,2014-10-03,23,4,0,0,0,199,0,10,90
1966,Post Graduate,Single,78420.0,2013-06-29,75,1,0,0,0,1453,0,22,551
1992,Post Graduate,In Relationship,75114.0,2013-07-11,40,2,0,0,0,1253,0,19,539
1963,Post Graduate,Single,52278.0,2013-01-25,24,8,0,1,1,1198,0,31,706
1972,Post Graduate,In Relationship,35641.0,2013-07-14,11,7,0,1,1,178,0,10,536
1994,Post Graduate,Single,95529.0,2012-03-12,29,3,0,1,0,1990,1,18,1025
1954,Post Graduate,In Relationship,62820.0,2013-11-05,51,1,0,0,0,976,0,14,422
1960,Post Graduate,In Relationship,73113.0,2013-12-26,86,2,0,0,0,1001,0,15,371
1982,Post Graduate,In Relationship,84169.0,2013-07-08,9,3,0,1,0,1919,2,20,542
1954,Post Graduate,Single,42607.0,2013-11-17,30,3,0,0,1,350,0,14,410
